address,lat,long,nearest_mrt,dist_to_mrt,nearest_prisch,is_<2km_prisch,nearest_top20,is_<2km_top20,time_to_city,nearest_mall,dist_to_mall,dist_to_city
513 ANG MO KIO AVE 8,1.3727488773556102,103.85019139258199,Ang Mo Kio,0.30858722651738696,JING SHAN PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,37.25,Jubilee Square,0.28278010559347955,9.814449985164845
209 ANG MO KIO AVE 3,1.36897079641509,103.84328452487101,Ang Mo Kio,0.7111196967216299,ANG MO KIO PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,40.016666666666666,Broadway Plaza,0.4439664523320413,9.440446247336354
153 ANG MO KIO AVE 5,1.37635745661367,103.842056476563,Yio Chu Kang,0.6777144209087749,MAYFLOWER PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,42.05,Broadway Plaza,0.6550002041723435,10.266810741765067
562 ANG MO KIO AVE 3,1.3701814422191798,103.85901883576,Ang Mo Kio,1.049680246181036,JING SHAN PRIMARY SCHOOL,1,ROSYTH SCHOOL,1,39.65,myVillage ,0.8703435407783298,9.565573772177217
537 ANG MO KIO AVE 5,1.3752000961768702,103.853059796325,Ang Mo Kio,0.690459553347798,JING SHAN PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,0,40.516666666666666,Jubilee Square,0.6930438121509755,10.085728273114341
438 ANG MO KIO AVE 10,1.36697081695059,103.853906591778,Ang Mo Kio,0.5873971557228642,TECK GHEE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,39.433333333333344,AMK Hub,0.6562460582518979,9.178124609052992
544 ANG MO KIO AVE 10,1.37395961943022,103.85647136851101,Ang Mo Kio,0.8809628280237575,JING SHAN PRIMARY SCHOOL,1,ROSYTH SCHOOL,0,44.2,Jubilee Square,0.9904523713785328,9.962229850107537
173 ANG MO KIO AVE 4,1.37531353711245,103.836245672487,Yio Chu Kang,1.2005959700980071,MAYFLOWER PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,43.2,Broadway Plaza,1.1452096011871409,10.239519914680555
428 ANG MO KIO AVE 3,1.36893906457102,103.85441228851299,Ang Mo Kio,0.550149076589596,JING SHAN PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,38.16666666666667,AMK Hub,0.6628886074163464,9.397415916046976
412 ANG MO KIO AVE 10,1.36385512178451,103.855287998999,Ang Mo Kio,0.9315750828355326,TOWNSVILLE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,37.46666666666667,AMK Hub,0.9660522004646545,8.839653163331759
127 ANG MO KIO AVE 3,1.3712232210276698,103.843593321222,Ang Mo Kio,0.6801642928145331,ANG MO KIO PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,39.28333333333333,Broadway Plaza,0.2764060202074334,9.68515064655634
134 ANG MO KIO AVE 3,1.37207665479505,103.841947733195,Ang Mo Kio,0.8800131242748294,ANG MO KIO PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,39.83333333333333,Broadway Plaza,0.4483175832352156,9.797408316239075
344 ANG MO KIO AVE 3,1.36797705108684,103.849264839398,Ang Mo Kio,0.2292897785116782,TECK GHEE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,35.1,AMK Hub,0.16707423021894338,9.289122924120237
309A ANG MO KIO ST 31,1.3650293326775602,103.845300649183,Ang Mo Kio,0.7299276867835097,TECK GHEE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,37.266666666666666,AMK Hub,0.5850430250104339,8.986650195141245
354 ANG MO KIO ST 32,1.3638775246776,103.85202861388001,Ang Mo Kio,0.7320119587503847,TECK GHEE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,36.516666666666666,AMK Hub,0.7148047738892745,8.832496842662463
307C ANG MO KIO AVE 1,1.36556100435159,103.84516949718201,Ang Mo Kio,0.6967363355778963,TECK GHEE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,39.91666666666667,AMK Hub,0.5488904134945335,9.046398539366562
539 ANG MO KIO AVE 10,1.3753742911023101,103.85425875217301,Ang Mo Kio,0.7874380301939277,JING SHAN PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,0,41.6,Jubilee Square,0.8173853310899566,10.10808635305448
104B ANG MO KIO ST 11,1.37151151416053,103.838458787545,Ang Mo Kio,1.249405582010486,ANG MO KIO PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,40.03333333333333,Broadway Plaza,0.837645633820703,9.785528341566085
553 ANG MO KIO AVE 10,1.37260157854458,103.857234141592,Ang Mo Kio,0.8973515660103161,JING SHAN PRIMARY SCHOOL,1,ROSYTH SCHOOL,1,42.96666666666667,AMK Hub,1.0437960334761995,9.817399343161377
431 ANG MO KIO AVE 10,1.36822021035821,103.85297889206801,Ang Mo Kio,0.4268847229936193,TECK GHEE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,36.88333333333333,AMK Hub,0.5153138213402616,9.31388592532321
305 ANG MO KIO AVE 1,1.36608459098943,103.846013895433,Ang Mo Kio,0.5899596970180699,TECK GHEE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,38.683333333333344,AMK Hub,0.4441363910466473,9.097269473934508
588B ANG MO KIO ST 52,1.3719757126112802,103.85315089493601,Ang Mo Kio,0.4513802527816441,JING SHAN PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,0,40.53333333333333,Jubilee Square,0.5916823444906265,9.729424004593582
700B ANG MO KIO AVE 6,1.36941049804616,103.846059822142,Ang Mo Kio,0.3984794949173613,TECK GHEE PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,36.83333333333333,AMK Hub,0.2681129425128909,9.463888358064441
596B ANG MO KIO ST 52,1.3720512327878898,103.850545847531,Ang Mo Kio,0.2481159095159779,JING SHAN PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,40.683333333333344,Jubilee Square,0.3028267327171879,9.73678458573102
616 ANG MO KIO AVE 4,1.3774674699628202,103.83877665918199,Yio Chu Kang,0.8328772504685615,MAYFLOWER PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,40.55,Broadway Plaza,1.0077522392867206,10.43234855834751
620 BEDOK RESERVOIR RD,1.3343343222639699,103.917712559288,Bedok North,0.11001214619402183,DAMAI PRIMARY SCHOOL,1,ST. HILDA'S PRIMARY SCHOOL,0,38.016666666666666,Djitsun Mall Bedok,1.6093600506667445,9.230042423186164
539 BEDOK NTH ST 3,1.33131386579703,103.925307290709,Bedok North,0.9180223739233264,DAMAI PRIMARY SCHOOL,1,ST. HILDA'S PRIMARY SCHOOL,0,37.55,Djitsun Mall Bedok,0.7530577977979402,9.733922448507535
144 BEDOK RESERVOIR RD,1.33486976872986,103.91252682497499,Kaki Bukit,0.3868277581014451,TELOK KURAU PRIMARY SCHOOL,1,ST. HILDA'S PRIMARY SCHOOL,0,43.46666666666667,Djitsun Mall Bedok,2.1360323989115293,8.814207725681426
703 BEDOK RESERVOIR RD,1.3371650744151498,103.919893055357,Bedok North,0.2930728354382996,DAMAI PRIMARY SCHOOL,1,ST. HILDA'S PRIMARY SCHOOL,0,40.66666666666667,Djitsun Mall Bedok,1.6364031487162636,9.612925226278856
504 BEDOK NTH ST 3,1.3318800030547802,103.932389359044,Bedok Reservoir,0.5268341859468382,FENGSHAN PRIMARY SCHOOL,1,ST. HILDA'S PRIMARY SCHOOL,0,37.66666666666667,Djitsun Mall Bedok,0.7149578102930528,10.438808271599827
530 BEDOK NTH ST 3,1.3337133201883302,103.927020293564,Bedok Reservoir,0.7448644016538752,YU NENG PRIMARY SCHOOL,1,ST. HILDA'S PRIMARY SCHOOL,0,37.45,Djitsun Mall Bedok,0.894515429393542,10.038016318638597
628 BEDOK RESERVOIR RD,1.33489723692503,103.915006751045,Bedok North,0.3415958141389631,TELOK KURAU PRIMARY SCHOOL,1,ST. HILDA'S PRIMARY SCHOOL,0,41.46666666666667,Djitsun Mall Bedok,1.8962201548618256,9.030307778212947
74 BEDOK NTH RD,1.3275117712015099,103.94222038404101,Tanah Merah,0.4744706558766185,BEDOK GREEN PRIMARY SCHOOL,1,TEMASEK PRIMARY SCHOOL,1,36.683333333333344,East Village,0.6499399620535964,11.179060948731554
29 NEW UPP CHANGI RD,1.3239581336022,103.936341250384,Bedok,0.6829675899367219,BEDOK GREEN PRIMARY SCHOOL,1,TEMASEK PRIMARY SCHOOL,1,40.16666666666667,Bedok Point,0.4501559052474479,10.419612468206308
107 BEDOK RESERVOIR RD,1.3298702891615901,103.909220387915,Kaki Bukit,0.5759079587572703,TELOK KURAU PRIMARY SCHOOL,1,TAO NAN SCHOOL,0,42.21666666666667,Paya Lebar Square,2.218925474387261,8.180348726317687
30 NEW UPP CHANGI RD,1.32352678248226,103.936423896498,Bedok,0.6944507224200647,BEDOK GREEN PRIMARY SCHOOL,1,TEMASEK PRIMARY SCHOOL,1,40.066666666666656,Bedok Point,0.4711604651798713,10.407824775806214
32 CHAI CHEE AVE,1.32371729072049,103.925001092941,Bedok,0.5802614487202052,OPERA ESTATE PRIMARY SCHOOL,1,TEMASEK PRIMARY SCHOOL,0,34.56666666666666,Bedok Mall,0.4889400633445832,9.27942576633943
424 BEDOK NTH AVE 1,1.3284200101739498,103.927482674529,Bedok,0.5709929001950368,FENGSHAN PRIMARY SCHOOL,1,TEMASEK PRIMARY SCHOOL,0,33.05,Djitsun Mall Bedok,0.3525058295860395,9.774291998552174
110 BEDOK NTH RD,1.3324720635243301,103.934860475522,Bedok Reservoir,0.4975375390525485,RED SWASTIKA SCHOOL,1,ST. HILDA'S PRIMARY SCHOOL,1,37.266666666666666,Bedok Point,0.8918758878636861,10.709350828020334
521 BEDOK NTH AVE 1,1.3302530707354598,103.927058345096,Bedok,0.770817670122018,FENGSHAN PRIMARY SCHOOL,1,ST. HILDA'S PRIMARY SCHOOL,0,34.3,Djitsun Mall Bedok,0.5440311771279116,9.837326030588947
