address,lat,long,nearest_mrt,dist_to_mrt,nearest_prisch,is_<2km_prisch,nearest_top20,is_<2km_top20,time_to_city,nearest_mall,dist_to_mall,dist_to_city
625 ANG MO KIO AVE 9,1.3821986774191999,103.841211533475,Yio Chu Kang,0.4158135925016044,ANDERSON PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,42.15,Broadway Plaza,1.252405599695367,10.918984320762062
119 ANG MO KIO AVE 3,1.36956344301911,103.84469891081699,Ang Mo Kio,0.546484822254142,ANG MO KIO PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,38.75,Broadway Plaza,0.2982969335571806,9.491729193525158
255 ANG MO KIO AVE 4,1.37065487078855,103.83463021578699,Ang Mo Kio,1.6660762993364189,ANG MO KIO PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,40.55,Broadway Plaza,1.27032932562546,9.765011079469962
432 ANG MO KIO AVE 10,1.36830996981352,103.853600305664,Ang Mo Kio,0.4851228808113282,TECK GHEE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,37.61666666666667,AMK Hub,0.5810784053332972,9.32524549079122
211 ANG MO KIO AVE 3,1.3691969656170202,103.841666636086,Ang Mo Kio,0.8862940022088661,ANG MO KIO PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,36.73333333333333,Broadway Plaza,0.5670273265509662,9.484527409109088
584 ANG MO KIO AVE 3,1.3707130798591598,103.853497803014,Ang Mo Kio,0.4417156369817911,JING SHAN PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,0,36.65,AMK Hub,0.5829313601830606,9.590627192723554
118 ANG MO KIO AVE 4,1.37329593649654,103.83547571913401,Yio Chu Kang,1.4079545691441488,MAYFLOWER PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,43.85,Broadway Plaza,1.1779365697117303,10.034521942634788
333 ANG MO KIO AVE 1,1.3613425564061001,103.85169862145399,Ang Mo Kio,0.9883763750117424,TOWNSVILLE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,33.95,AMK Hub,0.9460870009784896,8.55204835468213
256 ANG MO KIO AVE 4,1.3706151759595,103.83596769452,Ang Mo Kio,1.5171788953181198,ANG MO KIO PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,41.71666666666667,Broadway Plaza,1.1230986606588622,9.733084941636722
330 ANG MO KIO AVE 1,1.3624318640247801,103.851030689651,Ang Mo Kio,0.8548234269521615,TECK GHEE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,34.88333333333333,AMK Hub,0.8067392894346409,8.672675014005929
557 ANG MO KIO AVE 10,1.3716257020332,103.857736107527,Ang Mo Kio,0.9238981176046628,JING SHAN PRIMARY SCHOOL,1,ROSYTH SCHOOL,1,41.566666666666656,AMK Hub,1.0646410808683675,9.713518095496951
302 ANG MO KIO AVE 3,1.3670898317904498,103.845660199054,Ang Mo Kio,0.5444334343159555,TECK GHEE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,38.91666666666667,AMK Hub,0.3933073902764909,9.210889216231806
575 ANG MO KIO AVE 10,1.37138855070767,103.855953346739,Ang Mo Kio,0.7242536322135333,JING SHAN PRIMARY SCHOOL,1,ROSYTH SCHOOL,0,41.58333333333333,AMK Hub,0.8662096167289818,9.675285527564341
509 ANG MO KIO AVE 8,1.37400086510075,103.850139806283,Ang Mo Kio,0.4438991568962118,JING SHAN PRIMARY SCHOOL,1,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,39.35,Jubilee Square,0.3544669270212683,9.95296109077461
472 ANG MO KIO AVE 10,1.36314392666998,103.858118593427,Ang Mo Kio,1.2166348972702723,TOWNSVILLE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,39.08333333333333,myVillage ,0.8021009058027921,8.781697843858515
475 ANG MO KIO AVE 10,1.3626629782762398,103.85651592319,Ang Mo Kio,1.1212130596135126,TOWNSVILLE PRIMARY SCHOOL,1,CATHOLIC HIGH SCHOOL,1,35.71666666666667,myVillage ,0.9882139587486216,8.715577624592996
